pokemon,version,method,location_area,min_level,max_level,chance,conditions
salamence,emerald,walk,Mt Pyre Outside,,,0,
sceptile,emerald,walk,Mt Pyre Outside,,,0,
sealeo,emerald,walk,Mt Pyre Outside,,,0,
seedot,emerald,walk,Mt Pyre Outside,,,0,
seviper,emerald,walk,Mt Pyre Outside,,,0,
sharpedo,emerald,walk,Mt Pyre Outside,,,0,
shedinja,emerald,walk,Mt Pyre Outside,,,0,
shelgon,emerald,walk,Mt Pyre Outside,,,0,
shiftry,emerald,walk,Mt Pyre Outside,,,0,
shroomish,emerald,walk,Mt Pyre Outside,,,0,
shuppet,emerald,walk,Mt Pyre Outside,27,29,40,
silcoon,emerald,walk,Mt Pyre Outside,,,0,
skitty,emerald,walk,Mt Pyre Outside,,,0,
slaking,emerald,walk,Mt Pyre Outside,,,0,
slakoth,emerald,walk,Mt Pyre Outside,,,0,
snorunt,emerald,walk,Mt Pyre Outside,,,0,
solrock,emerald,walk,Mt Pyre Outside,,,0,
spheal,emerald,walk,Mt Pyre Outside,,,0,
spinda,emerald,walk,Mt Pyre Outside,,,0,
spoink,emerald,walk,Mt Pyre Outside,,,0,
surskit,emerald,walk,Mt Pyre Outside,,,0,
swablu,emerald,walk,Mt Pyre Outside,,,0,
swalot,emerald,walk,Mt Pyre Outside,,,0,
swampert,emerald,walk,Mt Pyre Outside,,,0,
swellow,emerald,walk,Mt Pyre Outside,,,0,
taillow,emerald,walk,Mt Pyre Outside,,,0,
torchic,emerald,walk,Mt Pyre Outside,,,0,
torkoal,emerald,walk,Mt Pyre Outside,,,0,
trapinch,emerald,walk,Mt Pyre Outside,,,0,
treecko,emerald,walk,Mt Pyre Outside,,,0,
tropius,emerald,walk,Mt Pyre Outside,,,0,
vibrava,emerald,walk,Mt Pyre Outside,,,0,
vigoroth,emerald,walk,Mt Pyre Outside,,,0,
volbeat,emerald,walk,Mt Pyre Outside,,,0,
wailmer,emerald,walk,Mt Pyre Outside,,,0,
wailord,emerald,walk,Mt Pyre Outside,,,0,
walrein,emerald,walk,Mt Pyre Outside,,,0,
whiscash,emerald,walk,Mt Pyre Outside,,,0,
whismur,emerald,walk,Mt Pyre Outside,,,0,
wingull,emerald,walk,Mt Pyre Outside,26,28,6,
wurmple,emerald,walk,Mt Pyre Outside,,,0,
wynaut,emerald,walk,Mt Pyre Outside,,,0,
zangoose,emerald,walk,Mt Pyre Outside,,,0,
zigzagoon,emerald,walk,Mt Pyre Outside,,,0,
absol,emerald,walk,Mt Pyre Summit,,,0,
aggron,emerald,walk,Mt Pyre Summit,,,0,
altaria,emerald,walk,Mt Pyre Summit,,,0,
anorith,emerald,walk,Mt Pyre Summit,,,0,
armaldo,emerald,walk,Mt Pyre Summit,,,0,
aron,emerald,walk,Mt Pyre Summit,,,0,
azurill,emerald,walk,Mt Pyre Summit,,,0,
bagon,emerald,walk,Mt Pyre Summit,,,0,
baltoy,emerald,walk,Mt Pyre Summit,,,0,
banette,emerald,walk,Mt Pyre Summit,,,0,
barboach,emerald,walk,Mt Pyre Summit,,,0,
beautifly,emerald,walk,Mt Pyre Summit,,,0,
beldum,emerald,walk,Mt Pyre Summit,,,0,
blaziken,emerald,walk,Mt Pyre Summit,,,0,
breloom,emerald,walk,Mt Pyre Summit,,,0,
cacnea,emerald,walk,Mt Pyre Summit,,,0,
cacturne,emerald,walk,Mt Pyre Summit,,,0,
camerupt,emerald,walk,Mt Pyre Summit,,,0,
carvanha,emerald,walk,Mt Pyre Summit,,,0,
cascoon,emerald,walk,Mt Pyre Summit,,,0,
castform,emerald,walk,Mt Pyre Summit,,,0,
chimecho,emerald,walk,Mt Pyre Summit,28,28,1,
clamperl,emerald,walk,Mt Pyre Summit,,,0,
claydol,emerald,walk,Mt Pyre Summit,,,0,
combusken,emerald,walk,Mt Pyre Summit,,,0,
corphish,emerald,walk,Mt Pyre Summit,,,0,
cradily,emerald,walk,Mt Pyre Summit,,,0,
crawdaunt,emerald,walk,Mt Pyre Summit,,,0,
delcatty,emerald,walk,Mt Pyre Summit,,,0,
deoxys-normal,emerald,walk,Mt Pyre Summit,,,0,
dusclops,emerald,walk,Mt Pyre Summit,,,0,
duskull,emerald,walk,Mt Pyre Summit,26,30,13,
dustox,emerald,walk,Mt Pyre Summit,,,0,
electrike,emerald,walk,Mt Pyre Summit,,,0,
exploud,emerald,walk,Mt Pyre Summit,,,0,
feebas,emerald,walk,Mt Pyre Summit,,,0,
flygon,emerald,walk,Mt Pyre Summit,,,0,
gardevoir,emerald,walk,Mt Pyre Summit,,,0,
glalie,emerald,walk,Mt Pyre Summit,,,0,
gorebyss,emerald,walk,Mt Pyre Summit,,,0,
groudon,emerald,walk,Mt Pyre Summit,,,0,
grovyle,emerald,walk,Mt Pyre Summit,,,0,
grumpig,emerald,walk,Mt Pyre Summit,,,0,
gulpin,emerald,walk,Mt Pyre Summit,,,0,
hariyama,emerald,walk,Mt Pyre Summit,,,0,
huntail,emerald,walk,Mt Pyre Summit,,,0,
illumise,emerald,walk,Mt Pyre Summit,,,0,
jirachi,emerald,walk,Mt Pyre Summit,,,0,
kecleon,emerald,walk,Mt Pyre Summit,,,0,
kirlia,emerald,walk,Mt Pyre Summit,,,0,
kyogre,emerald,walk,Mt Pyre Summit,,,0,
lairon,emerald,walk,Mt Pyre Summit,,,0,
latias,emerald,walk,Mt Pyre Summit,,,0,
latios,emerald,walk,Mt Pyre Summit,,,0,
lileep,emerald,walk,Mt Pyre Summit,,,0,
linoone,emerald,walk,Mt Pyre Summit,,,0,
lombre,emerald,walk,Mt Pyre Summit,,,0,
lotad,emerald,walk,Mt Pyre Summit,,,0,
loudred,emerald,walk,Mt Pyre Summit,,,0,
ludicolo,emerald,walk,Mt Pyre Summit,,,0,
lunatone,emerald,walk,Mt Pyre Summit,,,0,
luvdisc,emerald,walk,Mt Pyre Summit,,,0,
makuhita,emerald,walk,Mt Pyre Summit,,,0,
manectric,emerald,walk,Mt Pyre Summit,,,0,
marshtomp,emerald,walk,Mt Pyre Summit,,,0,
masquerain,emerald,walk,Mt Pyre Summit,,,0,
mawile,emerald,walk,Mt Pyre Summit,,,0,
medicham,emerald,walk,Mt Pyre Summit,,,0,
meditite,emerald,walk,Mt Pyre Summit,,,0,
metagross,emerald,walk,Mt Pyre Summit,,,0,
metang,emerald,walk,Mt Pyre Summit,,,0,
mightyena,emerald,walk,Mt Pyre Summit,,,0,
milotic,emerald,walk,Mt Pyre Summit,,,0,
minun,emerald,walk,Mt Pyre Summit,,,0,
mudkip,emerald,walk,Mt Pyre Summit,,,0,
nincada,emerald,walk,Mt Pyre Summit,,,0,
ninjask,emerald,walk,Mt Pyre Summit,,,0,
nosepass,emerald,walk,Mt Pyre Summit,,,0,
numel,emerald,walk,Mt Pyre Summit,,,0,
nuzleaf,emerald,walk,Mt Pyre Summit,,,0,
pelipper,emerald,walk,Mt Pyre Summit,,,0,
plusle,emerald,walk,Mt Pyre Summit,,,0,
poochyena,emerald,walk,Mt Pyre Summit,,,0,
ralts,emerald,walk,Mt Pyre Summit,,,0,
rayquaza,emerald,walk,Mt Pyre Summit,,,0,
regice,emerald,walk,Mt Pyre Summit,,,0,
regirock,emerald,walk,Mt Pyre Summit,,,0,
registeel,emerald,walk,Mt Pyre Summit,,,0,
relicanth,emerald,walk,Mt Pyre Summit,,,0,
roselia,emerald,walk,Mt Pyre Summit,,,0,
sableye,emerald,walk,Mt Pyre Summit,,,0,
salamence,emerald,walk,Mt Pyre Summit,,,0,
sceptile,emerald,walk,Mt Pyre Summit,,,0,
sealeo,emerald,walk,Mt Pyre Summit,,,0,
seedot,emerald,walk,Mt Pyre Summit,,,0,
seviper,emerald,walk,Mt Pyre Summit,,,0,
sharpedo,emerald,walk,Mt Pyre Summit,,,0,
shedinja,emerald,walk,Mt Pyre Summit,,,0,
shelgon,emerald,walk,Mt Pyre Summit,,,0,
shiftry,emerald,walk,Mt Pyre Summit,,,0,
shroomish,emerald,walk,Mt Pyre Summit,,,0,
shuppet,emerald,walk,Mt Pyre Summit,24,30,85,
silcoon,emerald,walk,Mt Pyre Summit,,,0,
skitty,emerald,walk,Mt Pyre Summit,,,0,
slaking,emerald,walk,Mt Pyre Summit,,,0,
slakoth,emerald,walk,Mt Pyre Summit,,,0,
snorunt,emerald,walk,Mt Pyre Summit,,,0,
solrock,emerald,walk,Mt Pyre Summit,,,0,
spheal,emerald,walk,Mt Pyre Summit,,,0,
spinda,emerald,walk,Mt Pyre Summit,,,0,
spoink,emerald,walk,Mt Pyre Summit,,,0,
surskit,emerald,walk,Mt Pyre Summit,,,0,
swablu,emerald,walk,Mt Pyre Summit,,,0,
swalot,emerald,walk,Mt Pyre Summit,,,0,
swampert,emerald,walk,Mt Pyre Summit,,,0,
swellow,emerald,walk,Mt Pyre Summit,,,0,
taillow,emerald,walk,Mt Pyre Summit,,,0,
torchic,emerald,walk,Mt Pyre Summit,,,0,
torkoal,emerald,walk,Mt Pyre Summit,,,0,
trapinch,emerald,walk,Mt Pyre Summit,,,0,
treecko,emerald,walk,Mt Pyre Summit,,,0,
tropius,emerald,walk,Mt Pyre Summit,,,0,
vibrava,emerald,walk,Mt Pyre Summit,,,0,
vigoroth,emerald,walk,Mt Pyre Summit,,,0,
volbeat,emerald,walk,Mt Pyre Summit,,,0,
wailmer,emerald,walk,Mt Pyre Summit,,,0,
wailord,emerald,walk,Mt Pyre Summit,,,0,
walrein,emerald,walk,Mt Pyre Summit,,,0,
whiscash,emerald,walk,Mt Pyre Summit,,,0,
whismur,emerald,walk,Mt Pyre Summit,,,0,
wingull,emerald,walk,Mt Pyre Summit,,,0,
wurmple,emerald,walk,Mt Pyre Summit,,,0,
wynaut,emerald,walk,Mt Pyre Summit,,,0,
zangoose,emerald,walk,Mt Pyre Summit,,,0,
zigzagoon,emerald,walk,Mt Pyre Summit,,,0,
absol,emerald,walk,Petalburg Woods,,,0,
aggron,emerald,walk,Petalburg Woods,,,0,
altaria,emerald,walk,Petalburg Woods,,,0,
anorith,emerald,walk,Petalburg Woods,,,0,
armaldo,emerald,walk,Petalburg Woods,,,0,
aron,emerald,walk,Petalburg Woods,,,0,
azurill,emerald,walk,Petalburg Woods,,,0,
bagon,emerald,walk,Petalburg Woods,,,0,
baltoy,emerald,walk,Petalburg Woods,,,0,
banette,emerald,walk,Petalburg Woods,,,0,
barboach,emerald,walk,Petalburg Woods,,,0,
beautifly,emerald,walk,Petalburg Woods,,,0,
beldum,emerald,walk,Petalburg Woods,,,0,
blaziken,emerald,walk,Petalburg Woods,,,0,
breloom,emerald,walk,Petalburg Woods,,,0,
cacnea,emerald,walk,Petalburg Woods,,,0,
cacturne,emerald,walk,Petalburg Woods,,,0,
camerupt,emerald,walk,Petalburg Woods,,,0,
carvanha,emerald,walk,Petalburg Woods,,,0,
cascoon,emerald,walk,Petalburg Woods,5,5,10,
castform,emerald,walk,Petalburg Woods,,,0,
chimecho,emerald,walk,Petalburg Woods,,,0,
clamperl,emerald,walk,Petalburg Woods,,,0,
claydol,emerald,walk,Petalburg Woods,,,0,
combusken,emerald,walk,Petalburg Woods,,,0,
corphish,emerald,walk,Petalburg Woods,,,0,
cradily,emerald,walk,Petalburg Woods,,,0,
crawdaunt,emerald,walk,Petalburg Woods,,,0,
delcatty,emerald,walk,Petalburg Woods,,,0,
deoxys-normal,emerald,walk,Petalburg Woods,,,0,
dusclops,emerald,walk,Petalburg Woods,,,0,
duskull,emerald,walk,Petalburg Woods,,,0,
dustox,emerald,walk,Petalburg Woods,,,0,
electrike,emerald,walk,Petalburg Woods,,,0,
exploud,emerald,walk,Petalburg Woods,,,0,
feebas,emerald,walk,Petalburg Woods,,,0,
flygon,emerald,walk,Petalburg Woods,,,0,
gardevoir,emerald,walk,Petalburg Woods,,,0,
glalie,emerald,walk,Petalburg Woods,,,0,
gorebyss,emerald,walk,Petalburg Woods,,,0,
groudon,emerald,walk,Petalburg Woods,,,0,
grovyle,emerald,walk,Petalburg Woods,,,0,
grumpig,emerald,walk,Petalburg Woods,,,0,
gulpin,emerald,walk,Petalburg Woods,,,0,
hariyama,emerald,walk,Petalburg Woods,,,0,
huntail,emerald,walk,Petalburg Woods,,,0,
illumise,emerald,walk,Petalburg Woods,,,0,
jirachi,emerald,walk,Petalburg Woods,,,0,
kecleon,emerald,walk,Petalburg Woods,,,0,
kirlia,emerald,walk,Petalburg Woods,,,0,
kyogre,emerald,walk,Petalburg Woods,,,0,
lairon,emerald,walk,Petalburg Woods,,,0,
latias,emerald,walk,Petalburg Woods,,,0,
latios,emerald,walk,Petalburg Woods,,,0,
lileep,emerald,walk,Petalburg Woods,,,0,
linoone,emerald,walk,Petalburg Woods,,,0,
lombre,emerald,walk,Petalburg Woods,,,0,
lotad,emerald,walk,Petalburg Woods,,,0,
loudred,emerald,walk,Petalburg Woods,,,0,
ludicolo,emerald,walk,Petalburg Woods,,,0,
lunatone,emerald,walk,Petalburg Woods,,,0,
luvdisc,emerald,walk,Petalburg Woods,,,0,
makuhita,emerald,walk,Petalburg Woods,,,0,
manectric,emerald,walk,Petalburg Woods,,,0,
marshtomp,emerald,walk,Petalburg Woods,,,0,
masquerain,emerald,walk,Petalburg Woods,,,0,
mawile,emerald,walk,Petalburg Woods,,,0,
medicham,emerald,walk,Petalburg Woods,,,0,
meditite,emerald,walk,Petalburg Woods,,,0,
metagross,emerald,walk,Petalburg Woods,,,0,
metang,emerald,walk,Petalburg Woods,,,0,
mightyena,emerald,walk,Petalburg Woods,,,0,
milotic,emerald,walk,Petalburg Woods,,,0,
minun,emerald,walk,Petalburg Woods,,,0,
mudkip,emerald,walk,Petalburg Woods,,,0,
nincada,emerald,walk,Petalburg Woods,,,0,
ninjask,emerald,walk,Petalburg Woods,,,0,
nosepass,emerald,walk,Petalburg Woods,,,0,
numel,emerald,walk,Petalburg Woods,,,0,
nuzleaf,emerald,walk,Petalburg Woods,,,0,
pelipper,emerald,walk,Petalburg Woods,,,0,
plusle,emerald,walk,Petalburg Woods,,,0,
poochyena,emerald,walk,Petalburg Woods,5,6,30,
ralts,emerald,walk,Petalburg Woods,,,0,
rayquaza,emerald,walk,Petalburg Woods,,,0,
regice,emerald,walk,Petalburg Woods,,,0,
regirock,emerald,walk,Petalburg Woods,,,0,
registeel,emerald,walk,Petalburg Woods,,,0,
relicanth,emerald,walk,Petalburg Woods,,,0,
roselia,emerald,walk,Petalburg Woods,,,0,
sableye,emerald,walk,Petalburg Woods,,,0,
salamence,emerald,walk,Petalburg Woods,,,0,
sceptile,emerald,walk,Petalburg Woods,,,0,
sealeo,emerald,walk,Petalburg Woods,,,0,
seedot,emerald,walk,Petalburg Woods,,,0,
seviper,emerald,walk,Petalburg Woods,,,0,
sharpedo,emerald,walk,Petalburg Woods,,,0,
shedinja,emerald,walk,Petalburg Woods,,,0,
shelgon,emerald,walk,Petalburg Woods,,,0,
shiftry,emerald,walk,Petalburg Woods,,,0,
shroomish,emerald,walk,Petalburg Woods,5,6,15,
shuppet,emerald,walk,Petalburg Woods,,,0,
silcoon,emerald,walk,Petalburg Woods,5,5,10,
skitty,emerald,walk,Petalburg Woods,,,0,
slaking,emerald,walk,Petalburg Woods,,,0,
slakoth,emerald,walk,Petalburg Woods,5,6,5,
snorunt,emerald,walk,Petalburg Woods,,,0,
solrock,emerald,walk,Petalburg Woods,,,0,
spheal,emerald,walk,Petalburg Woods,,,0,
spinda,emerald,walk,Petalburg Woods,,,0,
spoink,emerald,walk,Petalburg Woods,,,0,
surskit,emerald,walk,Petalburg Woods,,,0,
swablu,emerald,walk,Petalburg Woods,,,0,
swalot,emerald,walk,Petalburg Woods,,,0,
swampert,emerald,walk,Petalburg Woods,,,0,
swellow,emerald,walk,Petalburg Woods,,,0,
taillow,emerald,walk,Petalburg Woods,5,6,5,
torchic,emerald,walk,Petalburg Woods,,,0,
torkoal,emerald,walk,Petalburg Woods,,,0,
trapinch,emerald,walk,Petalburg Woods,,,0,
treecko,emerald,walk,Petalburg Woods,,,0,
tropius,emerald,walk,Petalburg Woods,,,0,
vibrava,emerald,walk,Petalburg Woods,,,0,
vigoroth,emerald,walk,Petalburg Woods,,,0,
volbeat,emerald,walk,Petalburg Woods,,,0,
wailmer,emerald,walk,Petalburg Woods,,,0,
wailord,emerald,walk,Petalburg Woods,,,0,
walrein,emerald,walk,Petalburg Woods,,,0,
whiscash,emerald,walk,Petalburg Woods,,,0,
whismur,emerald,walk,Petalburg Woods,,,0,
wingull,emerald,walk,Petalburg Woods,,,0,
wurmple,emerald,walk,Petalburg Woods,5,6,25,
wynaut,emerald,walk,Petalburg Woods,,,0,
zangoose,emerald,walk,Petalburg Woods,,,0,
zigzagoon,emerald,walk,Petalburg Woods,,,0,
absol,emerald,walk,Rusturf Tunnel,,,0,
aggron,emerald,walk,Rusturf Tunnel,,,0,
altaria,emerald,walk,Rusturf Tunnel,,,0,
anorith,emerald,walk,Rusturf Tunnel,,,0,
armaldo,emerald,walk,Rusturf Tunnel,,,0,
aron,emerald,walk,Rusturf Tunnel,,,0,
azurill,emerald,walk,Rusturf Tunnel,,,0,
bagon,emerald,walk,Rusturf Tunnel,,,0,
baltoy,emerald,walk,Rusturf Tunnel,,,0,
banette,emerald,walk,Rusturf Tunnel,,,0,
barboach,emerald,walk,Rusturf Tunnel,,,0,
beautifly,emerald,walk,Rusturf Tunnel,,,0,
beldum,emerald,walk,Rusturf Tunnel,,,0,
blaziken,emerald,walk,Rusturf Tunnel,,,0,
breloom,emerald,walk,Rusturf Tunnel,,,0,
cacnea,emerald,walk,Rusturf Tunnel,,,0,
cacturne,emerald,walk,Rusturf Tunnel,,,0,
camerupt,emerald,walk,Rusturf Tunnel,,,0,
carvanha,emerald,walk,Rusturf Tunnel,,,0,
cascoon,emerald,walk,Rusturf Tunnel,,,0,
castform,emerald,walk,Rusturf Tunnel,,,0,
chimecho,emerald,walk,Rusturf Tunnel,,,0,
clamperl,emerald,walk,Rusturf Tunnel,,,0,
claydol,emerald,walk,Rusturf Tunnel,,,0,
combusken,emerald,walk,Rusturf Tunnel,,,0,
corphish,emerald,walk,Rusturf Tunnel,,,0,
cradily,emerald,walk,Rusturf Tunnel,,,0,
crawdaunt,emerald,walk,Rusturf Tunnel,,,0,
delcatty,emerald,walk,Rusturf Tunnel,,,0,
deoxys-normal,emerald,walk,Rusturf Tunnel,,,0,
dusclops,emerald,walk,Rusturf Tunnel,,,0,
duskull,emerald,walk,Rusturf Tunnel,,,0,
dustox,emerald,walk,Rusturf Tunnel,,,0,
electrike,emerald,walk,Rusturf Tunnel,,,0,
exploud,emerald,walk,Rusturf Tunnel,,,0,
feebas,emerald,walk,Rusturf Tunnel,,,0,
flygon,emerald,walk,Rusturf Tunnel,,,0,
gardevoir,emerald,walk,Rusturf Tunnel,,,0,
glalie,emerald,walk,Rusturf Tunnel,,,0,
gorebyss,emerald,walk,Rusturf Tunnel,,,0,
groudon,emerald,walk,Rusturf Tunnel,,,0,
grovyle,emerald,walk,Rusturf Tunnel,,,0,
grumpig,emerald,walk,Rusturf Tunnel,,,0,
gulpin,emerald,walk,Rusturf Tunnel,,,0,
hariyama,emerald,walk,Rusturf Tunnel,,,0,
huntail,emerald,walk,Rusturf Tunnel,,,0,
illumise,emerald,walk,Rusturf Tunnel,,,0,
jirachi,emerald,walk,Rusturf Tunnel,,,0,
kecleon,emerald,walk,Rusturf Tunnel,,,0,
kirlia,emerald,walk,Rusturf Tunnel,,,0,
kyogre,emerald,walk,Rusturf Tunnel,,,0,
lairon,emerald,walk,Rusturf Tunnel,,,0,
latias,emerald,walk,Rusturf Tunnel,,,0,
latios,emerald,walk,Rusturf Tunnel,,,0,
lileep,emerald,walk,Rusturf Tunnel,,,0,
linoone,emerald,walk,Rusturf Tunnel,,,0,
lombre,emerald,walk,Rusturf Tunnel,,,0,
lotad,emerald,walk,Rusturf Tunnel,,,0,
loudred,emerald,walk,Rusturf Tunnel,,,0,
ludicolo,emerald,walk,Rusturf Tunnel,,,0,
lunatone,emerald,walk,Rusturf Tunnel,,,0,
luvdisc,emerald,walk,Rusturf Tunnel,,,0,
makuhita,emerald,walk,Rusturf Tunnel,,,0,
manectric,emerald,walk,Rusturf Tunnel,,,0,
marshtomp,emerald,walk,Rusturf Tunnel,,,0,
masquerain,emerald,walk,Rusturf Tunnel,,,0,
mawile,emerald,walk,Rusturf Tunnel,,,0,
medicham,emerald,walk,Rusturf Tunnel,,,0,
meditite,emerald,walk,Rusturf Tunnel,,,0,
metagross,emerald,walk,Rusturf Tunnel,,,0,
metang,emerald,walk,Rusturf Tunnel,,,0,
mightyena,emerald,walk,Rusturf Tunnel,,,0,
milotic,emerald,walk,Rusturf Tunnel,,,0,
minun,emerald,walk,Rusturf Tunnel,,,0,
mudkip,emerald,walk,Rusturf Tunnel,,,0,
nincada,emerald,walk,Rusturf Tunnel,,,0,
ninjask,emerald,walk,Rusturf Tunnel,,,0,
nosepass,emerald,walk,Rusturf Tunnel,,,0,
numel,emerald,walk,Rusturf Tunnel,,,0,
nuzleaf,emerald,walk,Rusturf Tunnel,,,0,
pelipper,emerald,walk,Rusturf Tunnel,,,0,
plusle,emerald,walk,Rusturf Tunnel,,,0,
poochyena,emerald,walk,Rusturf Tunnel,,,0,
ralts,emerald,walk,Rusturf Tunnel,,,0,
rayquaza,emerald,walk,Rusturf Tunnel,,,0,
regice,emerald,walk,Rusturf Tunnel,,,0,
regirock,emerald,walk,Rusturf Tunnel,,,0,
registeel,emerald,walk,Rusturf Tunnel,,,0,
relicanth,emerald,walk,Rusturf Tunnel,,,0,
roselia,emerald,walk,Rusturf Tunnel,,,0,
sableye,emerald,walk,Rusturf Tunnel,,,0,
salamence,emerald,walk,Rusturf Tunnel,,,0,
sceptile,emerald,walk,Rusturf Tunnel,,,0,
sealeo,emerald,walk,Rusturf Tunnel,,,0,
seedot,emerald,walk,Rusturf Tunnel,,,0,
seviper,emerald,walk,Rusturf Tunnel,,,0,
sharpedo,emerald,walk,Rusturf Tunnel,,,0,
shedinja,emerald,walk,Rusturf Tunnel,,,0,
shelgon,emerald,walk,Rusturf Tunnel,,,0,
shiftry,emerald,walk,Rusturf Tunnel,,,0,
shroomish,emerald,walk,Rusturf Tunnel,,,0,
shuppet,emerald,walk,Rusturf Tunnel,,,0,
silcoon,emerald,walk,Rusturf Tunnel,,,0,
skitty,emerald,walk,Rusturf Tunnel,,,0,
slaking,emerald,walk,Rusturf Tunnel,,,0,
slakoth,emerald,walk,Rusturf Tunnel,,,0,
snorunt,emerald,walk,Rusturf Tunnel,,,0,
solrock,emerald,walk,Rusturf Tunnel,,,0,
spheal,emerald,walk,Rusturf Tunnel,,,0,
spinda,emerald,walk,Rusturf Tunnel,,,0,
spoink,emerald,walk,Rusturf Tunnel,,,0,
surskit,emerald,walk,Rusturf Tunnel,,,0,
swablu,emerald,walk,Rusturf Tunnel,,,0,
swalot,emerald,walk,Rusturf Tunnel,,,0,
swampert,emerald,walk,Rusturf Tunnel,,,0,
swellow,emerald,walk,Rusturf Tunnel,,,0,
taillow,emerald,walk,Rusturf Tunnel,,,0,
torchic,emerald,walk,Rusturf Tunnel,,,0,
torkoal,emerald,walk,Rusturf Tunnel,,,0,
trapinch,emerald,walk,Rusturf Tunnel,,,0,
treecko,emerald,walk,Rusturf Tunnel,,,0,
tropius,emerald,walk,Rusturf Tunnel,,,0,
vibrava,emerald,walk,Rusturf Tunnel,,,0,
vigoroth,emerald,walk,Rusturf Tunnel,,,0,
volbeat,emerald,walk,Rusturf Tunnel,,,0,
wailmer,emerald,walk,Rusturf Tunnel,,,0,
wailord,emerald,walk,Rusturf Tunnel,,,0,
walrein,emerald,walk,Rusturf Tunnel,,,0,
whiscash,emerald,walk,Rusturf Tunnel,,,0,
whismur,emerald,walk,Rusturf Tunnel,5,8,80,
wingull,emerald,walk,Rusturf Tunnel,,,0,
wurmple,emerald,walk,Rusturf Tunnel,,,0,
wynaut,emerald,walk,Rusturf Tunnel,,,0,
zangoose,emerald,walk,Rusturf Tunnel,,,0,
zigzagoon,emerald,walk,Rusturf Tunnel,,,0,
absol,emerald,walk,Shoal Cave,,,0,
aggron,emerald,walk,Shoal Cave,,,0,
altaria,emerald,walk,Shoal Cave,,,0,
anorith,emerald,walk,Shoal Cave,,,0,
armaldo,emerald,walk,Shoal Cave,,,0,
aron,emerald,walk,Shoal Cave,,,0,
azurill,emerald,walk,Shoal Cave,,,0,
bagon,emerald,walk,Shoal Cave,,,0,
baltoy,emerald,walk,Shoal Cave,,,0,
banette,emerald,walk,Shoal Cave,,,0,
barboach,emerald,walk,Shoal Cave,,,0,
beautifly,emerald,walk,Shoal Cave,,,0,
beldum,emerald,walk,Shoal Cave,,,0,
blaziken,emerald,walk,Shoal Cave,,,0,
breloom,emerald,walk,Shoal Cave,,,0,
cacnea,emerald,walk,Shoal Cave,,,0,
cacturne,emerald,walk,Shoal Cave,,,0,
camerupt,emerald,walk,Shoal Cave,,,0,
carvanha,emerald,walk,Shoal Cave,,,0,
cascoon,emerald,walk,Shoal Cave,,,0,
castform,emerald,walk,Shoal Cave,,,0,
chimecho,emerald,walk,Shoal Cave,,,0,
clamperl,emerald,walk,Shoal Cave,,,0,
claydol,emerald,walk,Shoal Cave,,,0,
combusken,emerald,walk,Shoal Cave,,,0,
corphish,emerald,walk,Shoal Cave,,,0,
cradily,emerald,walk,Shoal Cave,,,0,
crawdaunt,emerald,walk,Shoal Cave,,,0,
delcatty,emerald,walk,Shoal Cave,,,0,
deoxys-normal,emerald,walk,Shoal Cave,,,0,
dusclops,emerald,walk,Shoal Cave,,,0,
duskull,emerald,walk,Shoal Cave,,,0,
dustox,emerald,walk,Shoal Cave,,,0,
electrike,emerald,walk,Shoal Cave,,,0,
exploud,emerald,walk,Shoal Cave,,,0,
feebas,emerald,walk,Shoal Cave,,,0,
flygon,emerald,walk,Shoal Cave,,,0,
gardevoir,emerald,walk,Shoal Cave,,,0,
glalie,emerald,walk,Shoal Cave,,,0,
gorebyss,emerald,walk,Shoal Cave,,,0,
groudon,emerald,walk,Shoal Cave,,,0,
grovyle,emerald,walk,Shoal Cave,,,0,
grumpig,emerald,walk,Shoal Cave,,,0,
gulpin,emerald,walk,Shoal Cave,,,0,
hariyama,emerald,walk,Shoal Cave,,,0,
huntail,emerald,walk,Shoal Cave,,,0,
illumise,emerald,walk,Shoal Cave,,,0,
jirachi,emerald,walk,Shoal Cave,,,0,
kecleon,emerald,walk,Shoal Cave,,,0,
kirlia,emerald,walk,Shoal Cave,,,0,
kyogre,emerald,walk,Shoal Cave,,,0,
lairon,emerald,walk,Shoal Cave,,,0,
latias,emerald,walk,Shoal Cave,,,0,
latios,emerald,walk,Shoal Cave,,,0,
lileep,emerald,walk,Shoal Cave,,,0,
linoone,emerald,walk,Shoal Cave,,,0,
lombre,emerald,walk,Shoal Cave,,,0,
lotad,emerald,walk,Shoal Cave,,,0,
loudred,emerald,walk,Shoal Cave,,,0,
ludicolo,emerald,walk,Shoal Cave,,,0,
lunatone,emerald,walk,Shoal Cave,,,0,
luvdisc,emerald,walk,Shoal Cave,,,0,
makuhita,emerald,walk,Shoal Cave,,,0,
manectric,emerald,walk,Shoal Cave,,,0,
marshtomp,emerald,walk,Shoal Cave,,,0,
masquerain,emerald,walk,Shoal Cave,,,0,
mawile,emerald,walk,Shoal Cave,,,0,
medicham,emerald,walk,Shoal Cave,,,0,
meditite,emerald,walk,Shoal Cave,,,0,
metagross,emerald,walk,Shoal Cave,,,0,
metang,emerald,walk,Shoal Cave,,,0,
mightyena,emerald,walk,Shoal Cave,,,0,
milotic,emerald,walk,Shoal Cave,,,0,
minun,emerald,walk,Shoal Cave,,,0,
mudkip,emerald,walk,Shoal Cave,,,0,
nincada,emerald,walk,Shoal Cave,,,0,
